3670.100	3754.200
3796.100	3773.700
3823.100	3780.800
3787.100	3767.600
3687.100	3770.300
3805.400	3786.200
3844.300	3802.700
3871.600	3849.300
3801.600	3883.400
3922.200	3903.000
3984.800	3941.800
4014.700	3995.000
3965.200	4052.700
4108.500	4087.000
4192.800	4142.600
4171.600	4155.900
4101.700	4196.900
4272.500	4246.800
4370.500	4320.600
4368.700	4348.900
4332.000	4437.700
4534.300	4504.300
4576.800	4521.100
4580.100	4560.100
4464.800	4578.500
4629.400	4600.400
4700.900	4640.100
4688.900	4664.700
4577.700	4698.100
4775.700	4747.900
4883.100	4810.100
4878.800	4859.100
4766.000	4889.600
4998.000	4969.700
5107.700	5030.700
5120.900	5102.500
5060.600	5180.800
5273.900	5248.500
5395.000	5314.200
5398.100	5384.100
5309.700	5430.400
5518.800	5489.800
5601.900	5516.400
5589.700	5583.300
5522.500	5647.800
5749.700	5720.300
5857.700	5761.500
5800.200	5800.400
5777.900	5919.400
6063.000	6041.800
6226.400	6116.700
6180.300	6169.600
6053.300	6202.300
6199.600	6192.800
6269.100	6150.800
6107.400	6083.800
5807.700	5945.200
5841.600	5845.200
5945.400	5828.700
5782.700	5758.700
5673.900	5799.000
5745.600	5746.900
5844.100	5731.200
5783.300	5769.700
5638.100	5762.600
5745.700	5741.100
5814.700	5683.200
5601.400	5613.200
5434.497	5574.058
5522.495	5508.309
5604.536	5455.688
5356.888	5380.361
5210.523	5356.484
5315.056	5296.737
5470.615	5311.073
5298.399	5330.304
5156.686	5310.319
5431.157	5405.744
5592.007	5424.448
5421.546	5460.886
5356.902	5522.369
5633.515	5592.730
5803.635	5628.406
5627.728	5678.275
5534.568	5717.106
5782.962	5735.956
5961.888	5774.003
5763.198	5815.552
5641.914	5835.262
5922.539	5869.664
6098.554	5899.611
5851.097	5909.567
5729.313	5934.676
6043.377	5989.333
6238.579	6029.587
6007.890	6065.561
